symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
D,2011-12-31,2011,Q4,5.570552147239264,0.3523225241016652,1.0254163014899211,-0.7905346187554777,0.17879053461875546,20.063102541630148,13.540753724802805,20.063102541630148,36.57142857142857,30282140000.0,50867140000.0,37.664353233830845,9.528678414096916,51.76434188034188,-67.14443458980044,2.645652629739647,2.645652629739647,16.00602265575834,75.13610044313147,86.95237606837607,-112.78745011086474,0.006637575812013286,-0.014893267120487521,1.8073562816704525,0.4535230411715701,30.406203840472674,0.7799482907210572,1.92090395480226,2.8260869565217392,0.009444510856894527,1.4228855721393034,0,0,0.08282544832726794,-1.7709401709401709,-0.32599118942731276,0.0,0.0,12.611318959470399,0.009522920362244421,0.004804474615163974,-55.75591586327783,-1532000000.0,7725000000.0,-28681000000.0,1.8073562816704525,1954500000.0,1194000000.0,1337000000.0,57.63058527375708,77.26648351648352,83.32417582417582,1.5616707616707617,1.1648,1.0801186943620178,0.017560719902149222,-1.8159509202453987
D,2011-09-30,2011,Q3,6.678960309097295,0.688443976115209,1.9511766772040744,0.228310502283105,0.3723217421847559,20.428521250439058,14.912188268352653,20.428521250439058,34.267650158061116,28908438000.0,47959438000.0,18.43650382653061,7.601482513804891,26.020196219621965,222.3726,2.485250859697387,2.485250859697387,12.610948724691033,41.451545375972344,43.16781098109811,368.91875384615383,0.013560054680228658,0.004496956909259504,1.65603507565337,0.43749716102657277,16.465859982713916,0.9583333333333334,3.3453815261044175,2.8055555555555554,0.009824121247920762,0.7244897959183674,0,0,0.07133772427890075,-0.882988298829883,-0.25795424664738364,0.0,0.0,17.788692445079878,0.017795112477747205,0.009586930470297635,-52.89339655778012,-229000000.0,8491000000.0,-27131000000.0,1.65603507565337,1936000000.0,1131500000.0,1260000000.0,44.349198001577705,60.711321873147604,70.74096028452875,2.029348986125934,1.4824253075571177,1.2722473604826545,0.03370013755158184,-1.7228661749209695
D,2011-06-30,2011,Q2,5.826648064178584,0.5859783746076037,0.653993721660272,-0.7917683990233694,0.13951866062085805,20.369724450645275,14.891873038018835,20.369724450645275,33.685036623648415,27678018000.0,46697018000.0,20.593763392857145,8.284351391798863,73.80804800000001,-60.96479735682819,2.3696933219178082,2.3696933219178082,13.976958395689913,45.16152611218568,124.52538133333333,-102.8568678414097,0.012139597568005048,-0.01640290861867349,1.6351883561643836,0.43995761442952247,18.393617021276597,0.8998911860718172,3.3564814814814814,1.1160714285714286,0.010369239589337647,0.8541666666666666,0,0,0.07235493308147704,-2.2106666666666666,-0.24812930260401078,0.0,0.0,16.387950010842186,0.01461442926177508,0.00834368015892724,-51.54429717474712,-552000000.0,8539000000.0,-26769000000.0,1.6351883561643836,1975500000.0,1157000000.0,1119000000.0,53.822208919485185,69.39684715558602,73.65318711446196,1.672172172172172,1.296888888888889,1.2219430485762144,0.028767123287671233,-1.4457621206836415
D,2011-03-31,2011,Q1,6.9972404277337015,0.8261469472231804,1.5729561917902726,0.18282166264229044,0.32424974129010004,20.598482235253535,15.181096929975853,20.598482235253535,31.68333908244222,25917060000.0,43872060000.0,13.526649269311067,6.388232684249445,28.41782894736842,244.50056603773584,2.1700627982918865,2.1700627982918865,10.813916687207296,34.248290398126464,48.10532894736842,413.88735849056604,0.01848203461349397,0.004089970081483008,1.5191325462614083,0.4241297893727938,14.01639344262295,1.0957564985558765,4.242290748898679,1.9039665970772444,0.011150956165552728,0.6033402922755741,0,0,0.07342730906795708,-0.8837719298245614,-0.19866896721715555,0.0,0.0,19.567598150052206,0.019495562908816502,0.012084973256635382,-49.429544670576064,431000000.0,8802000000.0,-25902000000.0,1.5191325462614083,2099500000.0,1375500000.0,1103500000.0,43.32511708158738,59.12154696132596,51.911602209944746,2.07731694828469,1.5222876366694702,1.7337164750957854,0.04010717575148623,-1.390134529147982
D,2010-12-31,2010,Q4,6.460848568471887,0.5139703345981372,-0.10175922731976543,-1.6764401517764747,0.10693342531907554,20.69161779924112,14.166954122111072,20.69161779924112,30.82614694722318,24769056000.0,42348056000.0,20.779409395973158,6.612134543513081,-419.81450847457626,-25.482567901234567,2.0646041510377593,2.0646041510377593,11.304873465029365,-29.864637517630467,-717.7636610169492,-43.56795884773663,0.012031140791154898,-0.03924251291611598,1.4704509460698507,0.4120092486629143,-12.39703808180536,0.9353888792655465,3.1767241379310347,-0.19471947194719472,0.010941070987929456,0.9093959731543624,0,0,0.08835275708246725,15.474576271186441,-0.2437266417512013,0.0,0.0,15.468831526078057,0.013687701808309947,0.007634370036378541,-49.141083132114524,-373000000.0,8214000000.0,-25420000000.0,1.4704509460698507,2035500000.0,1452000000.0,1192500000.0,53.96155899626268,87.53424657534246,65.17434620174346,1.667853962600178,1.028169014084507,1.3809114359415304,0.02483954321913812,-1.5746809244567093
D,2010-09-30,2010,Q3,6.752136752136752,0.9829059829059829,0.8170940170940171,-0.6444444444444445,0.7623931623931623,21.114529914529914,15.745299145299144,21.114529914529914,27.952136752136752,25541099999.999996,41218100000.0,11.104826086956521,6.466101265822783,53.433263598326356,-67.74827586206895,2.067770401554404,2.067770401554404,10.434962025316455,28.70341225626741,86.23033472803347,-109.3318302387268,0.022512734377141158,-0.014760523235099509,1.305294689119171,0.38179923749082384,10.917130919220055,1.2167647655774305,4.88646288209607,0.8255613126079447,0.01057119701187498,0.46956521739130436,0,0,0.0743801652892562,-1.788702928870293,-0.21645569620253163,0.0,0.0,21.609163566248302,0.023875474795640953,0.01471039705280393,-46.925213675213676,1068000000.0,9211000000.0,-23882000000.0,1.305294689119171,1849500000.0,1314000000.0,1164500000.0,41.58227848101266,72.62778111846062,66.13349368610945,2.164383561643836,1.2391952309985097,1.3608837970540097,0.04655116580310881,-1.4615384615384615
D,2010-06-30,2010,Q2,5.645325203252033,2.9827235772357725,-0.4132791327913279,-1.6836043360433603,3.9634146341463414,20.57249322493225,15.252371273712738,20.57249322493225,27.831978319783197,22872096000.0,38705096000.0,3.247032367972743,6.86231503150315,-93.73809836065575,-23.0101569416499,1.8830969866622758,1.8830969866622758,11.6126900690069,11.32058964609535,-158.6274426229508,-38.93872837022133,0.07699338093019546,-0.04345906907700982,1.3373950271694386,0.3887240356083086,4.630886224042118,1.1241403632516311,16.54255319148936,-0.13824362606232293,0.011935941507066077,0.15502555366269166,0,0,0.07516511917296832,3.0737704918032787,-0.22502250225022502,0.0,0.0,37.15704997913443,0.0666651427798832,0.04556627940072968,-42.925135501355015,704000000.0,9005000000.0,-23267000000.0,1.3373950271694386,1967000000.0,1305000000.0,1045500000.0,50.6030603060306,79.49175824175823,68.4271978021978,1.7785485592315902,1.1321928460342146,1.3152664859981933,0.1449860036225918,-1.2703252032520325
D,2010-03-31,2010,Q1,6.947824637439573,0.2900483413902317,2.750458409734956,1.2435405900983498,2.872145357559593,18.421403567261212,12.96216036006001,18.421403567261212,28.49808301383564,24661889000.0,41489889000.0,35.43374856321839,5.916959932821497,14.946599393939394,33.058832439678284,2.231643199710433,2.231643199710433,9.954387955854127,39.3642210626186,25.145387272727273,55.61647319034853,0.007055420612751927,0.03024910216731573,1.530449733055832,0.4011336954201551,15.96584440227704,0.9292975970425139,4.0109289617486334,9.269662921348315,0.01131300201699878,1.603448275862069,0,0,0.07767473851481156,-0.5478787878787879,-0.21689059500959693,0.0,0.0,10.964474218684396,0.01379920715701998,0.0044743879860111085,-45.594265710951824,-459000000.0,7776000000.0,-25079000000.0,1.530449733055832,2120000000.0,1362500000.0,1084500000.0,44.48176583493282,61.80497925311203,45.93360995850622,2.0233009708737866,1.4561933534743203,1.9593495934959348,0.015745181431544658,-1.5069178196366062
D,2009-12-31,2009,Q4,5.425904317386231,-0.015002500416736123,1.3402233705617603,-0.24837472912152025,1.9603267211201867,18.644774129021503,11.898649774962493,18.644774129021503,30.253375562593767,23348108000.0,41213108000.0,-648.5585555555556,7.172997849462366,29.039935323383084,-156.69871140939597,2.087448189539562,2.087448189539562,12.661477112135177,133.37575404530745,51.26008457711443,-276.5980402684564,-0.00038547020597985926,-0.006381673410111003,1.6015198927134555,0.42094750199746206,57.81553398058252,0.9976584223620665,-0.211864406779661,-201.0,0.011435616110735824,-29.666666666666668,0,0,0.09510269304883207,-1.185323383084577,-0.2927803379416283,0.0,0.0,2.5087168457028803,-2.9626399254836868e-05,-0.00023372373854104448,-46.61693615602601,-16000000.0,7138000000.0,-24552000000.0,1.6015198927134555,2022500000.0,1223500000.0,1181500000.0,60.27649769585254,71.1568848758465,60.186230248307,1.4931192660550459,1.2648108493932906,1.4953586497890294,-0.0008046490835940993,-1.5885980996832805
D,2009-09-30,2009,Q3,6.121832522235274,0.9968115455613358,1.8123846282933378,-0.02685014264138278,2.5977513005537842,19.008222856183924,13.12971975163618,19.008222856183924,29.86742742070817,20558550000.0,38089550000.0,8.652588383838385,5.635567434210526,19.035694444444445,-1284.909375,1.815003972808334,1.815003972808334,10.441214364035087,27.363182471264366,35.26810185185185,-2380.596875,0.028893088277140166,-0.0007782650040980516,1.5521320738059503,0.41772994036163186,12.594109195402298,1.257525697503671,4.940092165898617,1.806020066889632,0.01289001413037398,0.44612794612794615,0,0,0.08323235203269418,-1.0148148148148148,-0.30043859649122806,0.0,0.0,20.647550946348517,0.02267457045169458,0.015394982376114452,-45.68593723779158,1403000000.0,7824000000.0,-23909000000.0,1.5521320738059503,1939500000.0,1027000000.0,1127500000.0,46.01151315789473,65.05874222529371,73.26883206634416,1.9560321715817695,1.3833652007648183,1.2283531409168083,0.05244107000971131,-1.8392347709347205
D,2009-06-30,2009,Q2,5.811015664477009,0.764695974397844,0.7158497557689069,-0.8859693447869295,2.6124305204648812,18.544719555330975,12.644433215428668,18.544719555330975,29.839986525181068,19841454000.0,37272454000.0,10.925910792951543,5.751146086956521,46.685774117647064,-37.72139543726236,1.8021302452316077,1.8021302452316077,10.803609855072464,30.626502875924405,87.69989176470588,-70.86017870722434,0.022881387624112626,-0.02651015394335516,1.5890099909173478,0.4215967419331518,14.32292522596549,1.1903247405423503,4.081447963800905,0.9199134199134199,0.013456675100524385,0.5881057268722467,0,0,0.08441574089693231,-2.2376470588235295,-0.2756521739130435,0.0,0.0,17.862646186433796,0.01929794361771278,0.011949255145549297,-45.28718207849082,1137000000.0,7507000000.0,-23376000000.0,1.5890099909173478,2232000000.0,1135500000.0,982500000.0,52.53913043478261,61.67233174711081,65.89394969408566,1.7130089374379345,1.4593253968253967,1.3658310120705663,0.04123524069028156,-1.6018191005558362
D,2009-03-31,2009,Q1,8.163335041858875,0.42371433452930124,2.523492226208782,1.0934563471723902,2.9660003417051084,18.29660003417051,12.31163505894413,18.29660003417051,29.36271997266359,18138447000.0,34959447000.0,18.284724798387096,3.796242570113018,12.280600541638455,28.3413234375,1.6937573069380896,1.6937573069380896,7.316753244035161,33.94121067961165,23.669226134055517,54.6241359375,0.013672614860577647,0.035284167382135856,1.5839013913530675,0.4068894379542783,16.331067961165047,1.040822152440765,3.1473214285714284,5.955645161290323,0.01416879846438893,1.0362903225806452,0,0,0.08403099287547677,-0.5666892349356805,-0.17517789870238593,0.0,0.0,13.207269340087501,0.015225369694600019,0.006494866959983239,-46.062702887408165,286000000.0,7206000000.0,-23686000000.0,1.5839013913530675,2504500000.0,1381000000.0,1027000000.0,46.1490163248221,47.62044407205697,33.48135735232509,1.9502040816326531,1.889944576405384,2.688063063063063,0.023158091325053694,-1.4300358790363916
D,2008-12-31,2008,Q4,7.206560738083034,0.596275414317444,2.1254057748163335,0.27848966342046816,0.11276268580215275,17.216811891337777,17.216811891337777,17.216811891337777,29.779600205023065,20977152000.000004,38341152000.0,15.026613180515762,4.9732460881934575,16.862662379421224,128.69418404907978,2.0816862161357546,2.0816862161357546,9.089889046941678,32.714293515358364,30.820861736334404,235.22179141104294,0.016637148836982252,0.007770358912401454,1.7296814528133373,0.4144769695384396,14.815699658703071,0.9829355914806261,0.0,3.574712643678161,0.010964310121793462,0.6590257879656161,0,0,0.10023066130834898,-0.8689710610932476,-0.25628259838786155,0.0,0.0,15.198162289697756,0.019265611062569486,0.009223531899149004,-50.243892021185715,-133000000.0,5862000000.0,-24315000000.0,1.7296814528133373,2322000000.0,1503000000.0,1198500000.0,54.60170697012803,67.75991963837266,52.70718232044199,1.6483001172332943,1.3282188125416945,1.7075471698113207,0.03463332340974496,-1.8469161113958654
