symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
TDG,2021-07-03,2021,Q3,20.856164383561644,5.428082191780822,4.315068493150685,3.9726027397260273,77.5513698630137,-53.73287671232877,-249.33219178082192,-53.73287671232877,347.1404109589041,38628096000.0,54109096000,30.46379810725552,31.714364532019705,153.28609523809524,166.50041379310346,-12.309782026768643,-12.309782026768643,44.424545155993435,106.72405522682446,214.7186349206349,233.22886206896553,0.00820646194935417,0.006005991079653525,-6.376673040152964,1.0482476819110482,30.534516765285996,4.109413202933985,1.6996197718631179,0.7924528301886793,0.0,0.0,0.13793103448275862,0,0.5987217769395987,-0.07936507936507936,-0.016420361247947456,-0.3125,0.028735632183908046,81.00923158440209,0.034419962455984894,0.04138381201044387,-283.5445205479452,5087000000,-14561000000,-15498000000,-6.376673040152964,688000000.0,210000000.0,1232500000.0,51.2807881773399,32.93072824156305,195.8259325044405,1.755043227665706,2.733009708737864,0.4595918367346939,-0.10101975780752072,-0.3424657534246575
TDG,2021-04-03,2021,Q2,20.445205479452056,1.7808219178082192,1.678082191780822,1.1815068493150684,69.72602739726027,-60.41095890410959,-256.16438356164383,-60.41095890410959,347.5342465753425,35256664000.0,51212664000,84.75159615384617,29.52819430485762,359.7618775510204,510.9661449275362,-9.993385487528345,-9.993385487528345,42.8916783919598,107.8161347368421,522.5782040816326,742.2125217391305,0.0029497969518613555,0.0019570768238310918,-5.6768707482993195,1.0687870217194086,33.59157894736842,4.0240506329113925,1.4701492537313432,0.9333333333333333,0.0,0.0,0.12646566164154105,0,0.6104381236992369,-0.29591836734693877,-0.024288107202680067,-0.4393939393939394,0.017587939698492462,49.19935053509979,0.019286713286713286,0.014246575342465753,-292.06335616438355,4778000000,-14960000000,-15902000000,-5.6768707482993195,654500000.0,205500000.0,1262000000.0,51.4070351758794,31.993355481727573,185.38205980066445,1.750733137829912,2.8130841121495327,0.4854838709677419,-0.02947845804988662,-0.4965753424657534
TDG,2021-01-02,2021,Q1,20.255941499085925,0.9140767824497258,5.009140767824498,4.442413162705667,89.70749542961609,-68.15356489945155,-260.54844606946983,-68.15356489945155,370.8775137111517,33851095000.0,48964095000,169.255475,30.5515297833935,123.54414233576642,139.30491769547325,-9.080229345493562,-9.080229345493562,44.191421480144406,140.2982664756447,178.70107664233578,201.49833333333333,0.0014770570937217835,0.0071784974754878685,-5.370171673819742,1.0788381742738589,43.30372492836676,4.525911708253359,1.1797752808988764,5.48,0.002156503356833804,1.46,0.1651624548736462,0,0.5674947459179824,-0.11313868613138686,-0.027978339350180504,-0.5344827586206896,0.04422382671480144,37.43922815183038,0.018240229027790003,0.0062297533017692495,-297.23491773308956,5511000000,-14252000000,-15204000000,-5.370171673819742,673500000.0,207500000.0,1283500000.0,50.92960288808664,31.26984126984127,203.8095238095238,1.7671451355661882,2.8781725888324874,0.441588785046729,-0.013412017167381975,-0.56672760511883
TDG,2020-09-30,2020,Q4,20.471204188481675,1.431064572425829,3.8743455497382198,3.1239092495636998,82.32111692844677,-69.31937172774869,-252.478184991274,-69.31937172774869,353.8568935427574,27224376000.0,42516376000,83.00114634146341,23.209186700767262,122.63232432432433,152.09148603351954,-6.85407250755287,-6.85407250755287,36.24584484228474,110.71972916666667,191.5152072072072,237.52165363128492,0.0030120065929151144,0.006574990001607383,-5.037512588116818,1.0877412340309867,39.822916666666664,4.306930693069307,1.1722846441947565,2.707317073170732,0.0,0.0,0.15004262574595056,0,0.5707529219896711,-0.19369369369369369,-0.03665814151747655,-0.5972222222222222,0.028985507246376812,47.24416560702443,0.025937552305031458,0.01038500506585613,-287.3385689354276,5344000000,-14467000000,-15403000000,-5.037512588116818,723000000.0,224500000.0,1313500000.0,55.24296675191815,30.800627943485086,181.27158555729983,1.6291666666666667,2.9220183486238533,0.49649259547934527,-0.020644511581067473,-0.7504363001745201
TDG,2020-06-27,2020,Q3,17.835951134380455,-0.10471204188481675,6.928446771378709,6.719022687609075,79.3891797556719,-73.00174520069808,-256.03839441535774,-73.00174520069808,354.29319371727746,24128457000.0,39618457000,-1005.3523749999999,23.60905772994129,60.77696977329975,62.67131688311688,-5.768218264403537,-5.768218264403537,38.76561350293542,103.71323821989529,99.79460201511336,102.90508311688312,-0.0002486690301000184,0.01595626276475118,-4.790580922782691,1.1023158589581386,40.54973821989529,4.101150817686251,1.0916030534351144,-66.16666666666667,0.0,0.0,0.14383561643835616,0,0.5771494581660157,-0.030226700251889168,-0.011741682974559686,-0.17142857142857143,0.021526418786692758,13.114634593659288,-0.0026525494153261694,-0.0007805385716144139,-289.5724258289703,5120000000,-14671000000,-15587000000,-4.790580922782691,862500000.0,248500000.0,1328500000.0,63.93346379647749,39.152542372881356,227.79661016949152,1.4077134986225894,2.2987012987012987,0.3950892857142857,0.0014343772412144394,-0.2094240837696335
TDG,2020-03-28,2020,Q2,25.139372822299652,5.557491289198606,2.8048780487804876,2.4041811846689893,46.4808362369338,-73.32752613240419,-256.4459930313589,-73.32752613240419,327.77003484320556,20836774000.0,36730774000,16.329760188087775,14.439898821898822,129.42095652173913,150.99111594202898,-4.950528391541933,-4.950528391541933,25.454451836451838,54.98618862275449,228.14145341614906,266.16502898550726,0.015309471610144641,0.006622906213792979,-4.410073651698741,1.1158400961827473,23.793413173652695,3.140096618357488,2.3492063492063493,0.5047021943573667,0.08945722596021823,5.843260188087775,0.11988911988911989,0,0.6321009918845807,-0.14285714285714285,-0.01593901593901594,-0.3194444444444444,0.007623007623007623,95.75559761254006,0.03953226002855926,0.05212418300653595,-292.0949477351916,3544000000,-14720000000,-15640000000,-4.410073651698741,1012000000.0,265500000.0,1303500000.0,62.30769230769231,38.304,189.072,1.4444444444444444,2.3496240601503757,0.476009139375476,-0.07578997386552626,-0.40069686411149824
TDG,2019-12-28,2020,Q1,25.522648083623693,5.29616724738676,7.543554006968641,7.073170731707317,73.06620209059234,-74.96515679442508,-259.2682926829268,-74.96515679442508,324.5644599303136,32372452000.0,46560452000,26.622082236842108,22.09723686006826,74.76316859122402,79.73510344827586,-7.523228445270742,-7.523228445270742,31.781878498293516,75.70805203252033,107.52991224018476,114.68091625615763,0.009390700463468135,0.012541527592658103,-4.27190332326284,1.0124476756994933,23.069918699186992,1.9856716417910447,2.2580645161290325,1.419672131147541,0.0019769895712564494,0.21052631578947367,0.13378839590443686,0,0.5828927076448557,-0.06235565819861432,-0.018430034129692834,-0.391304347826087,0.017747440273037544,94.51523783216948,0.03176614069753151,0.04014261191073551,-293.4712543554007,3302000000,-14882000000,-15803000000,-4.27190332326284,1046301500.0,270795000.0,1263324500.0,62.96928327645051,35.91867469879518,175.39156626506025,1.4292682926829268,2.5056603773584905,0.5131375579598145,-0.07064838484778062,-0.47038327526132406
TDG,2019-09-30,2019,Q4,27.393939393939394,6.164933795432329,4.392002132764596,4.015746911934595,26.081684884030924,-51.45125744245979,-239.0296987470008,-51.45125744245979,304.7054118901626,29295497549.999996,44726964550,21.11417645659757,19.00675884955752,118.54957813334626,129.65707536313985,-10.119674928883676,-10.119674928883676,29.018610379415048,66.99223620672095,180.99582604930478,197.95422158391827,0.011840386032289799,0.00771265275881959,-5.837481022693318,1.0396328921099955,23.113316378189573,3.161805380450182,2.5071280936986593,0.7100483583170272,0.05761670362891652,4.866116989073716,0.11263073209975864,0,0.6498983588224253,-0.08566826915294841,-0.0137349804064049,-0.2708685193715134,0.015103936885267174,84.4799142166436,0.03792869279553812,0.06095268018179492,-288.9060917088776,3326491000,-13449006000,-14274567000,-5.837481022693318,1114974000.0,293519000.0,1323291500.0,62.33894973139907,37.760414296505964,168.2827901304233,1.4437201843756526,2.3834484254672983,0.5348140468211146,-0.11982085767926753,-0.3762552208300009
TDG,2019-06-29,2019,Q3,29.455044404973357,2.5657193605683837,5.601403197158081,4.943907637655418,48.25598579040852,-23.467921847246892,-226.09753108348136,-23.467921847246892,304.0495737122558,27237940000.0,41397827000,47.140775354794044,16.425030407297992,86.37121502795227,97.85781520575408,-20.61537460151191,-20.61537460151191,24.963729535752773,84.710102312257,131.2720645359733,148.7300766682714,0.005303264490633286,0.01021890789097854,-12.773340124912583,0.9533458874228518,28.974599959075096,3.9193381330397496,1.844354557962966,2.1807551344996887,0.0,0.0,0.1426142979728267,0,0.645028317312521,-0.11738050919745432,-0.022322001979112584,-0.5190414762051656,0.019181472322273338,36.80723138603622,0.02013033330443564,0.022987239973258734,-261.4151731793961,4030555000,-12729291000,-13602017000,-12.773340124912583,1151797000.0,314517000.0,1433489000.0,63.08258543742187,31.154012120266046,141.89080610361881,1.4267011945678778,2.8888734989434623,0.6342905680180263,-0.10932878408530143,-0.6574955595026643
TDG,2019-03-30,2019,Q2,21.242238010657193,3.5951687388987565,2.1866607460035525,1.83854351687389,43.362984014209594,-26.49694493783304,-227.72673179396094,-26.49694493783304,310.09873889875666,25559637000.0,40375451000,31.569450071143436,21.37204186170186,207.61794019933555,246.92915660322674,-17.133673374992792,-17.133673374992792,33.76048841996826,82.12134297150854,327.96506348033046,390.06328857115255,0.007919048302603045,0.004049744524932025,-11.568175693702415,0.9696577363259613,30.13451274875116,3.2415430951231987,2.3429489248246105,0.6075496466500849,0.0,0.0,0.119905881408568,0,0.6371112328284362,-0.15920038340007636,-0.016387973289585245,-0.480273475789061,0.017177311867337605,46.296568259736354,0.02270048077605869,0.03134032826767299,-270.9699511545293,3869336000,-12821015000,-13683874000,-11.568175693702415,899466500.0,247298000.0,1145874500.0,85.8843936725817,53.432311253070154,243.70028586443243,1.0479203048589747,1.6843740779569725,0.3693060912126543,-0.13568238705759167,-0.34811722912966253
