wsymbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
AMZN,2023-09-30,2023,Q3,13.861945359426468,0.9570819608602984,2.055512497577989,0.8465413679519473,6.216721565588064,17.72650649099012,15.522573144739392,17.72650649099012,13.193470257701996,1312132640000.0,1399516640000.0,33.205097681951614,9.170430030122377,61.84345760475091,150.16395513847561,7.1711817590573474,7.1711817590573474,9.78115247793239,125.09086878798713,65.96204175896686,160.16441290913252,0.007528964449813549,0.006659387727752889,0.748684232099818,0.28135917663997306,7.8105112620665,0.9847191042186015,-13.88089330024814,2.147687012855552,0.0,0.0,0.01789870215189785,0.14818671680073803,0.046723750880601704,-0.5881604373851157,-0.08721511290649483,-1.0286868353804304,0.040738592285596474,19.537878360021377,0.03361001139606942,0.021284801372017565,-18.356229412904476,-2219000000.0,160224000000.0,-160915000000.0,0.748684232099818,41672500000.0,70742500000.0,35996500000.0,27.311420643961895,86.37946202447282,42.47474074271547,3.2953247351450945,1.0419143380923281,2.1189064000451903,0.05399157252709416,-1.2089711296260415
AMZN,2023-06-30,2023,Q2,12.940585185952035,0.6500000000385185,1.586577777871797,0.4835037037323558,6.160074074439115,16.235748149110268,14.041637037869133,16.235748149110268,12.059377778492408,1353738461458.2402,1443123461458.2402,50.13846153549037,10.07373299791075,82.16426690084002,269.6153079980562,8.029195747726837,8.029195747726837,10.738884095891892,74.88964511978413,87.5894307755669,287.41753862940453,0.004986192083756662,0.0037089882151914366,0.7377848424099358,0.26044844401359274,4.6385573430202385,0.9476787328485273,9.144047619047619,2.440888888888889,0.0,0.0,0.023827418646703825,0.14011444900024556,0.0477065872150115,-0.6952537023549406,-0.08524143678887955,-0.9884373112434205,0.053034982103391054,15.409341864427846,0.018609504259453836,0.014840970753393636,-18.95089444556746,-7756000000.0,145817000000.0,-168523000000.0,0.7377848424099358,38785500000.0,68194000000.0,35378500000.0,26.738873220571055,90.14011214737721,47.46558459342972,3.3658860363180962,0.9984456182265655,1.8961106403913959,0.0400351122762482,-1.1030740741394414
AMZN,2023-03-31,2023,Q1,12.425154084425264,0.30946300001410937,0.4671213253680818,-0.9189255980872938,6.283406215608043,15.075687118594029,12.856275458026257,15.075687118594029,13.87061556242307,1058723918481.5701,1150731918481.57,83.44293178448692,8.312975380278978,221.12028372630954,-112.40300652739889,6.85142900535554,6.85142900535554,9.035411348180483,71.57628403816446,240.3366579953154,-122.17134711557172,0.0029960596380492724,-0.008896559183728277,0.9147392671783389,0.3043878047624995,5.722958263357592,0.9230941248221183,6.019441069258809,1.5094577553593946,0.0,0.0,0.023893277218549287,0.1367797861147317,0.04898810882513814,-2.9672096908939016,-0.11155168893983888,-1.2772633282387844,0.03728073619246534,10.245524177286825,0.0103043654067774,0.007182499337679365,-19.52460798717644,-11349000000.0,131777000000.0,-173631000000.0,0.9147392671783389,40003000000.0,73253500000.0,34287500000.0,26.60327580521051,88.82639288401114,45.36442890649201,3.3830420230568983,1.013212369408283,1.9839332748024583,0.020527289905905802,-1.3860469234553756
AMZN,2022-12-31,2022,Q4,10.443743294987696,0.019459000000044097,2.042005061155707,0.8806247446063122,4.901568107924777,10.222484665490793,8.80239764390484,10.222484665490793,9.856333482036725,1200061668120.0,1286291668120.0,1079.192147589928,8.043093135036594,41.13603908134233,95.38682681185915,8.217180338119594,8.217180338119594,8.621026702501274,80.99053444906183,44.09185439001817,102.24081298148,0.00023165476190528688,0.010483627911979907,0.9594297569893798,0.3028432485005674,5.4294169500062965,0.9446435811136924,3.9438040345821324,104.93884892086331,0.0,0.0,0.022338543202595106,0.19227366558537304,0.04384935429837359,-0.5687450724985432,-0.11120345299053645,-1.3080015766653528,0.03757271923004745,2.1155814578716448,0.01747499257078846,0.0006284090626532877,-13.833634088160846,-8602000000.0,125755000000.0,-169841000000.0,0.9594297569893798,39257000000.0,73680000000.0,35526000000.0,25.551593791051175,83.65249883232134,36.15658570761327,3.5222851746931068,1.0758793969849245,2.489173085307368,0.0019035489547598995,-1.1613803165493946
AMZN,2022-09-30,2022,Q3,12.391462395715758,0.28000000000389974,1.111810584973702,-0.4849303621237456,5.71913649033035,13.404220055896994,11.437980501552062,13.404220055896994,12.56373259070423,1159057142841.0,1252361142841.0,100.89285714145194,9.119181932801473,101.63601743607506,-233.02314894270205,8.43018090786172,8.43018090786172,9.853275291626344,98.3864516333569,109.81770807094001,-251.7814923283072,0.002477876106229201,-0.004291419133838456,0.9328091701881605,0.29939863946848694,7.330033781129703,0.9365929767816304,4.0923824959481365,3.9707520891364902,0.0,0.0,0.024083209416133625,0.13207606549122353,0.047081673911318,-1.4361627499123115,-0.128858152178189,-1.6050568404547236,0.04371326740151533,9.18948237678963,0.007358895836109063,0.0070358701989740174,-18.208969359585083,-8900000000.0,117321000000.0,-159410000000.0,0.9328091701881605,35479000000.0,69489500000.0,37400000000.0,25.600585361248143,86.78772698810269,46.93786645414698,3.5155446147037672,1.037012987012987,1.91742843888995,0.02088894384278015,-1.5967409470974476
AMZN,2022-06-30,2022,Q2,11.956015779092702,-0.2,0.8841222879684418,-0.6665680473372781,5.987179487179487,12.958777120315581,10.96715976331361,12.958777120315581,12.343293885601577,1076969399999.9999,1164068400000.0,-132.7625,8.883394097365425,120.13044060234243,-159.3385707944962,8.195989406553934,8.195989406553934,9.60183116947391,89.3169953195734,129.84588957055215,-172.22494451841987,-0.0018830618585820547,-0.00627594433045173,0.9480601512914567,0.2968041207639233,6.682958643443566,0.9527838564127421,5.679794520547945,-4.420611439842209,0.0,0.0,0.023945427850273027,0.12758797037134798,0.048114493195593334,-1.7539319576129393,-0.12969958922414504,-1.6389410047946633,0.04296649454773414,7.636392933932886,0.012743583478104156,-0.0050759261437728544,-17.991765285996056,-6624000000.0,111207000000.0,-154659000000.0,0.9480601512914567,33654000000.0,69883000000.0,36570000000.0,25.837306366200902,96.49689871130917,51.6947187763459,3.4833352488219744,0.9326724610005757,1.7409902235735066,-0.01543355504482428,-1.55069033530572
AMZN,2022-03-31,2022,Q1,11.511113424295758,-0.3800000000257024,-0.2758064516315582,-1.753792924156084,6.562513007727953,13.24671696239442,11.246971905027111,13.24671696239442,11.24568678536001,1648873684099.0,1725767684099.0,-107.23684209800989,14.160228814700629,-590.99415200681,-92.94141728758244,12.30493566539802,12.30493566539802,14.820580571768403,132.2224704335734,-618.5547254835126,-97.27567127551998,-0.0023312883437159658,-0.010759465792368613,0.8454190640368355,0.27579381985407786,5.891357646337726,0.95962955529432,8.17584745762712,0.7258064516129032,0.0,0.0,0.022276802583215967,0.10537253958984576,0.049246896659176614,5.358781362007169,-0.12839648242932225,-1.6652929382936066,0.027910411871801037,10.642341379420833,0.015657394300571056,-0.009842832195586602,-16.658067118712566,-5632000000.0,113772000000.0,-142890000000.0,0.8454190640368355,32697500000.0,73605500000.0,33813500000.0,25.122462299474424,92.77177100407525,47.351539120889036,3.5824513905980804,0.9701226895414825,1.9006773944607998,-0.028686353086917263,-1.4779864725245255
AMZN,2021-12-31,2021,Q4,13.319840297243498,1.388380000126762,2.1408755625776488,0.30543778401168936,9.310375663769836,13.400585988795937,11.415579660331522,13.400585988795937,11.32930875339074,1719940189128.32,1800115189128.32,30.020599544933322,12.516666587549269,77.87468030101965,545.8394760800762,12.441246982735867,12.441246982735867,13.100130913808984,134.34698030661394,81.50480798371457,571.2837794758236,0.008327615163908121,0.001832040451125776,0.8419472675322797,0.2767691755300809,5.983655496678857,1.1357597739445826,7.178423236514523,1.5419953920268101,0.0,0.0,0.018375396617471545,0.1570241318079935,0.04869349350491857,-0.8573304355700444,-0.13779728116903908,-1.931748622730055,0.026780776060314964,20.460080045750598,0.010295719116083853,0.03580114529670984,-14.08122951779755,19314000000.0,117767000000.0,-120724000000.0,0.8419472675322797,30750500000.0,75069000000.0,31786500000.0,21.54244170814776,85.4682199553329,35.46327035673327,4.177799398011614,1.0530229838299603,2.5378370098039214,0.10360591703135737,-1.8354377785659595
AMZN,2021-09-30,2021,Q3,10.884575412224212,0.3100000000088403,0.7183238276503958,-0.8285329531288238,7.7586438531997075,11.842471483227447,10.335199620066593,11.842471483227447,11.236615969902186,1672170967694.25,1756129967694.25,132.45967741557746,15.090161423801122,228.6573181586558,-198.24196416055128,13.86957108004255,13.86957108004255,15.847832073189275,127.2557947604529,240.1381057971079,-208.19560968515117,0.0018873668189274904,-0.0050443406583185624,0.9447513353903321,0.29785882020679594,6.083985507246377,1.117239543848896,9.841784989858013,2.3171736375158427,0.0,0.0,0.019429303685521423,0.10916687723351262,0.0401275084595953,-2.1534254068097907,-0.14211457242897882,-1.7599463567277605,0.028697253005089702,9.088522355029282,0.011907063578894546,0.008598025941192336,-14.33406210433779,14537000000.0,105219000000.0,-123311000000.0,0.9447513353903321,27722500000.0,68782000000.0,27526000000.0,23.236653070064616,102.21929127602098,44.23915461624027,3.8731911918909474,0.8804600274225592,2.0343969223806293,0.026176968249228626,-1.5468567807792195
AMZN,2021-06-30,2021,Q2,11.049215737034174,0.7600000000234508,1.2424016457056024,-0.1537001799995999,8.783677038069952,11.217572641127825,9.71770120883675,11.217572641127825,10.456204680188929,1760386552577.26,1826582552577.26,56.58223684035934,15.567620733792536,138.44959123690603,-1119.1268611425683,15.333976922007786,15.333976922007786,16.15301160751026,116.04717614849174,143.6557257237326,-1161.2095057706674,0.004418347770614795,-0.0008935537468728556,0.9283381096312814,0.2957823484190398,4.205590851334181,1.19573485465906,17.70574712643678,1.63473900745693,0.0,0.0,0.019083834453484258,0.10429784223558543,0.04260113954579137,-1.1237121510027526,-0.12635302440749913,-1.7775566061209256,0.03175627874071454,13.849927514944065,0.02495271908154559,0.022546953494371958,-12.061140396360848,23056000000.0,99453000000.0,-104668000000.0,0.9283381096312814,25562000000.0,65008000000.0,23984000000.0,21.35788822072869,92.68418100224383,33.82432685115931,4.21389975777902,0.9710394916023605,2.660806832787429,0.06775084274801181,-1.3961018257052025
